WAYBILL,Direccion_Destino,CITY,STATE,POSTAL_CODE,COUNTRY,DISTANCE_BILLED,Pure_Freight,Fuel_Cost,Team_D.15mILE,Total_Feight_Inv,Origen,CARRIER,FULL_Direccion_Destino,%Truck_used,WH_Address
22870581,INDIANAPOLIS IN 46241-1435 US,INDIANAPOLIS,IN,46241-1435,US,1467.2,2949.06,630.89,0,3579.96,,BRONCO,INDIANAPOLIS IN 46241-1435 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22870587,ALPHARETTA GA 30005 US,ALPHARETTA,GA,30005,US,829.9,2350,323.66,0,2673.66,,BRONCO,ALPHARETTA GA 30005 US,28%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22870634,PORTLAND OR 97220 US,PORTLAND,OR,97220,US,2115,3637.8,1099.8,0,4737.6,,BRONCO,PORTLAND OR 97220 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22870636,BUXTON ME 4093 US,BUXTON,ME,4093,US,1881.7,3895.12,922.03,0,4817.15,,BRONCO,BUXTON ME 4093 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22871195,PLAINVIEW NY 11803-4302 US,PLAINVIEW,NY,11803-4302,US,1601.5,3090.9,720.68,0,3811.57,,BRONCO,PLAINVIEW NY 11803-4302 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22871214,HOUSTON TX 77032-2530 US,HOUSTON,TX,77032-2530,US,259.4,661.47,101.17,38.91,801.55,,BRONCO,HOUSTON TX 77032-2530 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22871215,FENTON MO 63026-2838 US,FENTON,MO,63026-2838,US,612.2,1346.84,238.76,0,1585.6,,BRONCO,FENTON MO 63026-2838 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22871220,CHARLOTTE NC 28208-2735 US,CHARLOTTE,NC,28208-2735,US,1041.7,1468.8,406.26,0,1875.06,,BRONCO,CHARLOTTE NC 28208-2735 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22871228,WEST SACRAMENTO CA 95691-5747 US,WEST SACRAMENTO,CA,95691-5747,US,1713.7,2142.13,788.3,257.06,3187.48,,BRONCO,WEST SACRAMENTO CA 95691-5747 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22871231,CINCINNATI OH 45241 US,CINCINNATI,OH,45241,US,961.6,1586.64,375.02,0,1961.66,,BRONCO,CINCINNATI OH 45241 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22871234,LONGWOOD FL 32750-7670 US,LONGWOOD,FL,32750-7670,US,1103,1533.17,430.17,0,1963.34,,BRONCO,LONGWOOD FL 32750-7670 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22871238,AUSTELL GA 30168 US,AUSTELL,GA,30168,US,792.2,2350,308.96,118.83,2777.79,,BRONCO,AUSTELL GA 30168 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22871284,NASHUA NH 03062-1924 US,NASHUA,NH,03062-1924,US,1787,3627.61,839.89,0,4467.5,,BRONCO,NASHUA NH 03062-1924 US,83%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22871486,NASHUA NH 03062-1924 US,NASHUA,NH,03062-1924,US,1787,3627.61,839.89,0,4467.5,,BRONCO,NASHUA NH 03062-1924 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22871732,CHINO CA 91710 US,CHINO,CA,91710,US,1403.5,1754.38,589.47,210.53,2554.37,,BRONCO,CHINO CA 91710 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22871740,FAIRFIELD CA 94534 US,FAIRFIELD,CA,94534,US,1719.3,2149.13,790.88,257.9,3197.9,,BRONCO,FAIRFIELD CA 94534 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22871969,BERKELEY CA 94704-1208 US,BERKELEY,CA,94704-1208,US,2743.86,3429.82,1646.31,0,5076.14,,BRONCO,BERKELEY CA 94704-1208 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22871971,SPOKANE VALLEY WA 99212 US,SPOKANE VALLEY,WA,99212,US,1865.7,5802.33,895.54,0,6697.86,,BRONCO,SPOKANE VALLEY WA 99212 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22871974,LONGWOOD FL 32750-7670 US,LONGWOOD,FL,32750-7670,US,1103,1533.17,430.17,0,1963.34,,BRONCO,LONGWOOD FL 32750-7670 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22871976,WESTAMPTON NJ 8060 US,WESTAMPTON,NJ,8060,US,2411.33,4002.81,1350.35,0,5353.16,,BRONCO,WESTAMPTON NJ 8060 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22875530,MARSHALL WI 53559 US,MARSHALL,WI,53559,US,986.9,3069.26,384.89,148.04,3602.19,,BRONCO,MARSHALL WI 53559 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22875534,WATERTOWN WI 53098-2537 US,WATERTOWN,WI,53098-2537,US,994.1,3091.65,387.7,149.12,3628.47,,BRONCO,WATERTOWN WI 53098-2537 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22875539,DES MOINES IA 50321-1250 US,DES MOINES,IA,50321-1250,US,1176.47,2011.76,458.82,176.47,2647.05,,BRONCO,DES MOINES IA 50321-1250 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22875540,SALT LAKE CITY UT 84104-6524 US,SALT LAKE CITY,UT,84104-6524,US,1249.5,3885.95,499.8,187.43,4573.17,,BRONCO,SALT LAKE CITY UT 84104-6524 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22875934,WHARTON NJ 07885-1800 US,WHARTON,NJ,07885-1800,US,1528.6,2537.48,672.58,0,3210.06,,BRONCO,WHARTON NJ 07885-1800 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22878348,CHINO CA 91710 US,CHINO,CA,91710,US,1403.5,1754.38,589.47,210.53,2554.37,,BRONCO,CHINO CA 91710 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22878370,ROCKWALL TX 75087 US,ROCKWALL,TX,75087,US,34.92,400,13.62,0,413.62,,BRONCO,ROCKWALL TX 75087 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22878377,MALDEN MA 2148 US,MALDEN,MA,2148,US,1780.5,3561,836.84,0,4397.84,,BRONCO,MALDEN MA 2148 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22878388,HAYWARD CA 94545 US,HAYWARD,CA,94545,US,1693.4,2116.75,778.96,254.01,3149.72,,BRONCO,HAYWARD CA 94545 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22878400,BUXTON ME 4093 US,BUXTON,ME,4093,US,1881.7,3895.12,922.03,0,4817.15,,BRONCO,BUXTON ME 4093 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22878411,MOORESTOWN NJ 08057-1367 US,MOORESTOWN,NJ,08057-1367,US,1489.9,2473.23,640.66,0,3113.89,,BRONCO,MOORESTOWN NJ 08057-1367 US,33%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22878416,BUDD LAKE NJ 07828-4317 US,BUDD LAKE,NJ,07828-4317,US,1526.3,2533.66,671.57,0,3205.23,,BRONCO,BUDD LAKE NJ 07828-4317 US,33%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22878425,WICHITA KS 67211-3378 US,WICHITA,KS,67211-3378,US,344.7,947.93,134.43,0,1082.36,,BRONCO,WICHITA KS 67211-3378 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22878848,LAUREL MD 20707 US,LAUREL,MD,20707,US,1361,2191.21,571.62,204.15,2966.98,,BRONCO,LAUREL MD 20707 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22879738,VIRGINIA BEACH VA 23453-3183 US,VIRGINIA BEACH,VA,23453-3183,US,1383.7,1909.51,581.15,0,2490.66,,BRONCO,VIRGINIA BEACH VA 23453-3183 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22880194,SPRINGFIELD MO 65803-9565 US,SPRINGFIELD,MO,65803-9565,US,417,917.4,162.63,62.55,1142.58,,BRONCO,SPRINGFIELD MO 65803-9565 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22880203,BUDD LAKE NJ 07828-4317 US,BUDD LAKE,NJ,07828-4317,US,1526.3,2533.66,671.57,0,3205.23,,BRONCO,BUDD LAKE NJ 07828-4317 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22881866,NASHUA NH 03062-1924 US,NASHUA,NH,03062-1924,US,1787,3627.61,839.89,0,4467.5,,BRONCO,NASHUA NH 03062-1924 US,44%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22881974,COLUMBIA MO 65205 US,COLUMBIA,MO,65205,US,582.6,1281.72,227.21,0,1508.93,,BRONCO,COLUMBIA MO 65205 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22882010,COPPELL TX 75019-7611 US,COPPELL,TX,75019-7611,US,1715,4373.25,788.9,0,5162.15,,BRONCO,COPPELL TX 75019-7611 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22882027,BOSSIER CITY LA 71111 US,BOSSIER CITY,LA,71111,US,209.4,651.23,81.67,0,732.9,,BRONCO,BOSSIER CITY LA 71111 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22883350,HOUSTON TX 77049 US,HOUSTON,TX,77049,US,259.4,661.47,101.17,38.91,801.55,,BRONCO,HOUSTON TX 77049 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22883354,FORT WORTH TX 76112 US,FORT WORTH,TX,76112,US,28.8,400,11.23,4.32,415.55,,BRONCO,FORT WORTH TX 76112 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22883356,FAIR LAWN NJ 07410-1813 US,FAIR LAWN,NJ,07410-1813,US,1517.85,2519.63,667.85,0,3187.48,,BRONCO,FAIR LAWN NJ 07410-1813 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22883767,ALBANY NY 12211-2806 US,ALBANY,NY,12211-2806,US,1687.9,3257.65,776.43,0,4034.08,,BRONCO,ALBANY NY 12211-2806 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22884279,WALLINGFORD CT 06492-5931 US,WALLINGFORD,CT,06492-5931,US,1658.2,2603.37,762.77,248.73,3614.88,,BRONCO,WALLINGFORD CT 06492-5931 US,72%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22884408,MARIETTA GA 30064 US,MARIETTA,GA,30064,US,806.6,2350,314.57,0,2664.57,,BRONCO,MARIETTA GA 30064 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22884417,HAYWARD CA 94545 US,HAYWARD,CA,94545,US,1693.4,2116.75,778.96,254.01,3149.72,,BRONCO,HAYWARD CA 94545 US,28%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22884420,SPRING TX 77379 US,SPRING,TX,77379,US,248,632.4,96.72,37.2,766.32,,BRONCO,SPRING TX 77379 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22884423,ORLANDO FL 32826-3251 US,ORLANDO,FL,32826-3251,US,1106.4,1537.9,431.5,0,1969.39,,BRONCO,ORLANDO FL 32826-3251 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22884424,DALLAS TX 75237 US,DALLAS,TX,75237,US,18.9,400,7.37,2.84,410.21,,BRONCO,DALLAS TX 75237 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22884425,WHARTON NJ 07885-1800 US,WHARTON,NJ,07885-1800,US,1528.6,2537.48,672.58,229.29,3439.35,,BRONCO,WHARTON NJ 07885-1800 US,28%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22884426,NEWBURYPORT MA 01950-4043 US,NEWBURYPORT,MA,01950-4043,US,1813.8,3627.6,870.62,0,4498.22,,BRONCO,NEWBURYPORT MA 01950-4043 US,61%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22884427,WATERTOWN WI 53098-2537 US,WATERTOWN,WI,53098-2537,US,994.1,3091.65,387.7,0,3479.35,,BRONCO,WATERTOWN WI 53098-2537 US,44%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22885007,BOSSIER CITY LA 71111 US,BOSSIER CITY,LA,71111,US,209.4,651.23,81.67,0,732.9,,BRONCO,BOSSIER CITY LA 71111 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22885729,MAGNOLIA TX 77355 US,MAGNOLIA,TX,77355,US,244.5,623.48,95.36,36.68,755.51,,BRONCO,MAGNOLIA TX 77355 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22886217,DES MOINES IA 50321-1250 US,DES MOINES,IA,50321-1250,US,1176.47,2011.76,458.82,176.47,2647.05,,BRONCO,DES MOINES IA 50321-1250 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22886246,ANOKA MN 55303 US,ANOKA,MN,55303,US,960,1555.2,374.4,144,2073.6,,BRONCO,ANOKA MN 55303 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22886905,COON RAPIDS MN 55433-5856 US,COON RAPIDS,MN,55433-5856,US,954.8,1546.78,372.37,0,1919.15,,BRONCO,COON RAPIDS MN 55433-5856 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22887641,PLAINVIEW NY 11803-1720 US,PLAINVIEW,NY,11803-1720,US,1601.5,3090.9,720.68,0,3811.57,,BRONCO,PLAINVIEW NY 11803-1720 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22887949,HENRICO VA 23228 US,HENRICO,VA,23228,US,1282.1,1769.3,525.66,0,2294.96,,BRONCO,HENRICO VA 23228 US,44%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22887951,AUSTELL GA 30106 US,AUSTELL,GA,30106,US,792.2,2350,308.96,0,2658.96,,BRONCO,AUSTELL GA 30106 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22887955,COPPELL TX 75019-7611 US,COPPELL,TX,75019-7611,US,1715,4373.25,788.9,257.25,5419.4,,BRONCO,COPPELL TX 75019-7611 US,39%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22887957,DES MOINES IA 50321-1250 US,DES MOINES,IA,50321-1250,US,1176.47,2011.76,458.82,176.47,2647.05,,BRONCO,DES MOINES IA 50321-1250 US,28%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22888787,BUXTON ME 4093 US,BUXTON,ME,4093,US,1881.7,3895.12,922.03,0,4817.15,,BRONCO,BUXTON ME 4093 US,33%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22889527,ROANOKE VA 24012-1138 US,ROANOKE,VA,24012-1138,US,1112.4,1535.11,433.84,0,1968.95,,BRONCO,ROANOKE VA 24012-1138 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22889537,ACWORTH GA 30101 US,ACWORTH,GA,30101,US,827.91,2350,322.88,0,2672.88,,BRONCO,ACWORTH GA 30101 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22889546,HOUSTON TX 77064 US,HOUSTON,TX,77064,US,259.4,661.47,101.17,38.91,801.55,,BRONCO,HOUSTON TX 77064 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22889552,MOORESTOWN NJ 08057-1367 US,MOORESTOWN,NJ,08057-1367,US,1489.9,2473.23,640.66,0,3113.89,,BRONCO,MOORESTOWN NJ 08057-1367 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22889711,COPPELL TX 75019-7611 US,COPPELL,TX,75019-7611,US,1715,4373.25,788.9,257.25,5419.4,,BRONCO,COPPELL TX 75019-7611 US,33%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22889712,SPOKANE VALLEY WA 99212 US,SPOKANE VALLEY,WA,99212,US,1865.7,5802.33,895.54,279.86,6977.72,,BRONCO,SPOKANE VALLEY WA 99212 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22891202,COCKEYSVILLE MD 21030 US,COCKEYSVILLE,MD,21030,US,1358.56,2187.28,570.59,0,2757.87,,BRONCO,COCKEYSVILLE MD 21030 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22891203,LENEXA KS 66215-2029 US,LENEXA,KS,66215-2029,US,475.3,1307.08,185.37,0,1492.44,,BRONCO,LENEXA KS 66215-2029 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22891204,LAFAYETTE CO 80026-9348 US,LAFAYETTE,CO,80026-9348,US,879,2733.69,342.81,0,3076.5,,BRONCO,LAFAYETTE CO 80026-9348 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22891205,CHARLOTTE NC 28210 US,CHARLOTTE,NC,28210,US,1041.7,1468.8,406.26,0,1875.06,,BRONCO,CHARLOTTE NC 28210 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22891209,BLOOMINGTON MN 55420-4715 US,BLOOMINGTON,MN,55420-4715,US,1060.1,1717.36,413.44,0,2130.8,,BRONCO,BLOOMINGTON MN 55420-4715 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22891210,ANOKA MN 55303 US,ANOKA,MN,55303,US,960,1555.2,374.4,0,1929.6,,BRONCO,ANOKA MN 55303 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22891211,WICHITA KS 67211-3341 US,WICHITA,KS,67211-3341,US,344.7,947.93,134.43,0,1082.36,,BRONCO,WICHITA KS 67211-3341 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22891212,MAPLE GROVE MN 55369-4005 US,MAPLE GROVE,MN,55369-4005,US,952.6,1543.21,371.51,0,1914.73,,BRONCO,MAPLE GROVE MN 55369-4005 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22891645,ALPHARETTA GA 30005 US,ALPHARETTA,GA,30005,US,829.9,2350,323.66,0,2673.66,,BRONCO,ALPHARETTA GA 30005 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22892179,WALLINGFORD CT 06492-5931 US,WALLINGFORD,CT,06492-5931,US,1658.2,2603.37,762.77,0,3366.15,,BRONCO,WALLINGFORD CT 06492-5931 US,28%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22892184,CINCINNATI OH 45241-2009 US,CINCINNATI,OH,45241-2009,US,961.6,1586.64,375.02,0,1961.66,,BRONCO,CINCINNATI OH 45241-2009 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22892193,DES MOINES IA 50321-1250 US,DES MOINES,IA,50321-1250,US,1176.47,2011.76,458.82,0,2470.58,,BRONCO,DES MOINES IA 50321-1250 US,83%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22892238,NEWBURYPORT MA 01950-4043 US,NEWBURYPORT,MA,01950-4043,US,1813.8,3627.6,870.62,0,4498.22,,BRONCO,NEWBURYPORT MA 01950-4043 US,61%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22892292,NEWBURYPORT MA 01950-4043 US,NEWBURYPORT,MA,01950-4043,US,1813.8,3627.6,870.62,0,4498.22,,BRONCO,NEWBURYPORT MA 01950-4043 US,67%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22892411,RAPID CITY SD 57701-1147 US,RAPID CITY,SD,57701-1147,US,1057.1,3287.58,412.27,158.57,3858.42,,BRONCO,RAPID CITY SD 57701-1147 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22892688,MOORESTOWN NJ 8057 US,MOORESTOWN,NJ,8057,US,1489.9,2473.23,640.66,223.49,3337.38,,BRONCO,MOORESTOWN NJ 8057 US,33%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22893361,LAUREL MD 20707-4512 US,LAUREL,MD,20707-4512,US,1361,2191.21,571.62,0,2762.83,,BRONCO,LAUREL MD 20707-4512 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22893367,FAIRFIELD CA 94534-1363 US,FAIRFIELD,CA,94534-1363,US,1719.3,2149.13,790.88,0,2940,,BRONCO,FAIRFIELD CA 94534-1363 US,28%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22893369,FAIRFIELD CA 94534-1363 US,FAIRFIELD,CA,94534-1363,US,1719.3,2149.13,790.88,0,2940,,BRONCO,FAIRFIELD CA 94534-1363 US,100%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22893373,BUDD LAKE NJ 07828-4317 US,BUDD LAKE,NJ,07828-4317,US,1526.3,2533.66,671.57,0,3205.23,,BRONCO,BUDD LAKE NJ 07828-4317 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22893374,CHANDLER AZ 85226-4203 US,CHANDLER,AZ,85226-4203,US,1051.7,3270.79,410.16,157.76,3838.71,,BRONCO,CHANDLER AZ 85226-4203 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22893859,FAIRFIELD CA 94534-1363 US,FAIRFIELD,CA,94534-1363,US,1719.3,2149.13,790.88,257.9,3197.9,,BRONCO,FAIRFIELD CA 94534-1363 US,28%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22894665,FAIRFIELD CA 94534-1363 US,FAIRFIELD,CA,94534-1363,US,1719.3,2149.13,790.88,257.9,3197.9,,BRONCO,FAIRFIELD CA 94534-1363 US,44%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22894670,MAPLE GROVE MN 55369-4083 US,MAPLE GROVE,MN,55369-4083,US,952.6,1543.21,371.51,0,1914.73,,BRONCO,MAPLE GROVE MN 55369-4083 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22895440,MAGNOLIA TX 77355-6350 US,MAGNOLIA,TX,77355-6350,US,244.5,623.48,95.36,36.68,755.51,,BRONCO,MAGNOLIA TX 77355-6350 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22895451,MAGNOLIA TX 77355 US,MAGNOLIA,TX,77355,US,244.5,623.48,95.36,36.68,755.51,,BRONCO,MAGNOLIA TX 77355 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22895457,CONWAY AR 72032-4430 US,CONWAY,AR,72032-4430,US,356.8,1109.65,139.15,53.52,1302.32,,BRONCO,CONWAY AR 72032-4430 US,78%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22895595,SPOKANE VALLEY WA 99212 US,SPOKANE VALLEY,WA,99212,US,1865.7,5802.33,895.54,279.86,6977.72,,BRONCO,SPOKANE VALLEY WA 99212 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22897307,BALTIMORE MD 21244 US,BALTIMORE,MD,21244,US,1392,2241.12,584.64,0,2825.76,,BRONCO,BALTIMORE MD 21244 US,28%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22897311,HOLLY SPRINGS NC 27540-4415 US,HOLLY SPRINGS,NC,27540-4415,US,1211,1707.51,484.4,0,2191.91,,BRONCO,HOLLY SPRINGS NC 27540-4415 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22897516,TAMPA FL 33614 US,TAMPA,FL,33614,US,1122.8,1560.69,437.89,0,1998.58,,BRONCO,TAMPA FL 33614 US,28%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22897550,HIALEAH FL 33013-1851 US,HIALEAH,FL,33013-1851,US,1292.28,1796.27,529.83,0,2326.1,,BRONCO,HIALEAH FL 33013-1851 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22897569,DAVIS CA 95618-9415 US,DAVIS,CA,95618-9415,US,1783,2228.75,838.01,267.45,3334.21,,BRONCO,DAVIS CA 95618-9415 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22897667,CRANSTON RI 02910-3244 US,CRANSTON,RI,02910-3244,US,1738.6,3442.43,817.14,0,4259.57,,BRONCO,CRANSTON RI 02910-3244 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22897673,GAITHERSBURG MD 20877-2421 US,GAITHERSBURG,MD,20877-2421,US,1358.56,2187.28,570.59,0,2757.87,,BRONCO,GAITHERSBURG MD 20877-2421 US,28%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22897689,BOULDER CO 80302-5207 US,BOULDER,CO,80302-5207,US,807.8,2512.26,315.04,121.17,2948.47,,BRONCO,BOULDER CO 80302-5207 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22897699,JACKSONVILLE FL 32225 US,JACKSONVILLE,FL,32225,US,1011.2,1405.57,394.37,151.68,1951.62,,BRONCO,JACKSONVILLE FL 32225 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22897705,SPOKANE VALLEY WA 99212 US,SPOKANE VALLEY,WA,99212,US,1865.7,5802.33,895.54,279.86,6977.72,,BRONCO,SPOKANE VALLEY WA 99212 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22897708,ARLINGTON TX 76011 US,ARLINGTON,TX,76011,US,31.5,400,12.29,0,412.29,,BRONCO,ARLINGTON TX 76011 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22897712,MORTON GROVE IL 60053-2106 US,MORTON GROVE,IL,60053-2106,US,909.81,2829.5,354.82,0,3184.32,,BRONCO,MORTON GROVE IL 60053-2106 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22897729,NEW YORK NY 10001 US,NEW YORK,NY,10001,US,1580.3,3049.98,711.14,237.05,3998.16,,BRONCO,NEW YORK NY 10001 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22897916,KILLEEN TX 76541 US,KILLEEN,TX,76541,US,176.8,450.84,68.95,26.52,546.31,,BRONCO,KILLEEN TX 76541 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22898113,NEWBURYPORT MA 01950-4043 US,NEWBURYPORT,MA,01950-4043,US,1813.8,3627.6,870.62,0,4498.22,,BRONCO,NEWBURYPORT MA 01950-4043 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22898486,CINCINNATI OH 45241-2009 US,CINCINNATI,OH,45241-2009,US,961.6,1586.64,375.02,0,1961.66,,BRONCO,CINCINNATI OH 45241-2009 US,28%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22898507,JACKSON MS 39202 US,JACKSON,MS,39202,US,426.2,677.66,166.22,63.93,907.81,,BRONCO,JACKSON MS 39202 US,28%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22898672,LENEXA KS 66215-2029 US,LENEXA,KS,66215-2029,US,475.3,1307.08,185.37,71.3,1563.74,,BRONCO,LENEXA KS 66215-2029 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22899478,SPRINGFIELD MO 65803-9565 US,SPRINGFIELD,MO,65803-9565,US,417,917.4,162.63,0,1080.03,,BRONCO,SPRINGFIELD MO 65803-9565 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22899582,KILLEEN TX 76543 US,KILLEEN,TX,76543,US,176.8,450.84,68.95,26.52,546.31,,BRONCO,KILLEEN TX 76543 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22899585,KILLEEN TX 76541 US,KILLEEN,TX,76541,US,176.8,450.84,68.95,26.52,546.31,,BRONCO,KILLEEN TX 76541 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
