WAYBILL,Direccion_Destino,CITY,STATE,POSTAL_CODE,COUNTRY,DISTANCE_BILLED,Pure_Freight,Fuel_Cost,Team_D.15mILE,Total_Feight_Inv,Origen,CARRIER,FULL_Direccion_Destino,%Truck_used,WH_Address
7812404,JACKSON MS 39202-3407 US,JACKSON,MS,39202-3407,US,426.4,1040.42,166.3,0,1206.71,,SATELITE,JACKSON MS 39202-3407 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7816981,EDISON NJ 08837-3937 US,EDISON,NJ,08837-3937,US,1546.5,3773.46,680.46,0,4453.92,,SATELITE,EDISON NJ 08837-3937 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7817600,BUDD LAKE NJ 07828-4301 US,BUDD LAKE,NJ,07828-4301,US,1529.1,3731,672.8,0,4403.81,,SATELITE,BUDD LAKE NJ 07828-4301 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7817643,ALBUQUERQUE NM 87113-1566 US,ALBUQUERQUE,NM,87113-1566,US,632.1,1542.32,246.52,94.82,1883.66,,SATELITE,ALBUQUERQUE NM 87113-1566 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7817645,POMPANO BEACH FL 33069-1028 US,POMPANO BEACH,FL,33069-1028,US,1295.1,3160.04,530.99,0,3691.04,,SATELITE,POMPANO BEACH FL 33069-1028 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7817646,GLEN BURNIE MD 21061-2841 US,GLEN BURNIE,MD,21061-2841,US,1380.2,3367.69,579.68,0,3947.37,,SATELITE,GLEN BURNIE MD 21061-2841 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7817792,KANSAS CITY KS 66103 US,KANSAS CITY,KS,66103,US,484.8,1182.91,189.07,0,1371.98,,SATELITE,KANSAS CITY KS 66103 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7817793,BUXTON ME 04093-3611 US,BUXTON,ME,04093-3611,US,1881.8,4591.59,922.08,0,5513.67,,SATELITE,BUXTON ME 04093-3611 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7817796,ANOKA MN 55303 US,ANOKA,MN,55303,US,961.1,2345.08,374.83,0,2719.91,,SATELITE,ANOKA MN 55303 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7820537,DEERFIELD IL 60015-5213 US,DEERFIELD,IL,60015-5213,US,935,2281.4,364.65,0,2646.05,,SATELITE,DEERFIELD IL 60015-5213 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7821906,MAGNOLIA TX 77355-6350 US,MAGNOLIA,TX,77355-6350,US,264.3,644.89,103.08,0,747.97,,SATELITE,MAGNOLIA TX 77355-6350 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7823352,ARLINGTON VA 22203 US,ARLINGTON,VA,22203,US,1337.8,3264.23,548.5,0,3812.73,,SATELITE,ARLINGTON VA 22203 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7823891,RICHARDSON TX 75081-6200 US,RICHARDSON,TX,75081-6200,US,19.5,400,7.61,0,407.61,,SATELITE,RICHARDSON TX 75081-6200 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7823892,OLATHE KS 66061-5880 US,OLATHE,KS,66061-5880,US,475.8,1160.95,185.56,0,1346.51,,SATELITE,OLATHE KS 66061-5880 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7823913,WILMINGTON MA 1887 US,WILMINGTON,MA,1887,US,1784.2,4353.45,838.57,0,5192.02,,SATELITE,WILMINGTON MA 1887 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7823915,ALBUQUERQUE NM 87113-1566 US,ALBUQUERQUE,NM,87113-1566,US,632.1,1542.32,246.52,94.82,1883.66,,SATELITE,ALBUQUERQUE NM 87113-1566 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7824042,ROANOKE VA 24012 US,ROANOKE,VA,24012,US,1115,2720.6,434.85,0,3155.45,,SATELITE,ROANOKE VA 24012 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7824043,LITHONIA GA 30058-4613 US,LITHONIA,GA,30058-4613,US,829,2022.76,323.31,0,2346.07,,SATELITE,LITHONIA GA 30058-4613 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7824044,FAIRFIELD CA 94534-1351 US,FAIRFIELD,CA,94534-1351,US,1411.3,3443.57,592.75,0,4036.32,,SATELITE,FAIRFIELD CA 94534-1351 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7829150,BOSSIER CITY LA 71111 US,BOSSIER CITY,LA,71111,US,8463.2,20650.21,11509.95,0,32160.16,,SATELITE,BOSSIER CITY LA 71111 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7829199,WALLINGFORD CT 06492-5931 US,WALLINGFORD,CT,06492-5931,US,1658.4,4046.5,762.86,0,4809.36,,SATELITE,WALLINGFORD CT 06492-5931 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7829507,LITHONIA GA 30058-4613 US,LITHONIA,GA,30058-4613,US,829,2022.76,323.31,0,2346.07,,SATELITE,LITHONIA GA 30058-4613 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7829527,WILMINGTON MA 1887 US,WILMINGTON,MA,1887,US,1784.2,4353.45,838.57,0,5192.02,,SATELITE,WILMINGTON MA 1887 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7829529,MARSHALL WI 53559-8717 US,MARSHALL,WI,53559-8717,US,987.1,2408.52,384.97,0,2793.49,,SATELITE,MARSHALL WI 53559-8717 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7829532,ANAHEIM CA 92801-1149 US,ANAHEIM,CA,92801-1149,US,1417.1,3457.72,595.18,0,4052.91,,SATELITE,ANAHEIM CA 92801-1149 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7829534,COLUMBIA SC 29203 US,COLUMBIA,SC,29203,US,1034.5,2524.18,403.46,0,2927.64,,SATELITE,COLUMBIA SC 29203 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7830076,CINCINNATI OH 45241 US,CINCINNATI,OH,45241,US,963.9,2351.92,375.92,0,2727.84,,SATELITE,CINCINNATI OH 45241 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7830360,WALLINGFORD CT 06492-5931 US,WALLINGFORD,CT,06492-5931,US,1658.4,4046.5,762.86,0,4809.36,,SATELITE,WALLINGFORD CT 06492-5931 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7830361,GRAY ME 04039-9505 US,GRAY,ME,04039-9505,US,1886.6,4603.3,924.43,0,5527.74,,SATELITE,GRAY ME 04039-9505 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7830363,CINCINNATI OH 45241-2009 US,CINCINNATI,OH,45241-2009,US,963.9,2351.92,375.92,0,2727.84,,SATELITE,CINCINNATI OH 45241-2009 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7830367,MAPLE GROVE MN 55369-4083 US,MAPLE GROVE,MN,55369-4083,US,952.6,2324.34,371.51,0,2695.86,,SATELITE,MAPLE GROVE MN 55369-4083 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7830695,GRAY ME 04039-9505 US,GRAY,ME,04039-9505,US,1886.6,4603.3,924.43,0,5527.74,,SATELITE,GRAY ME 04039-9505 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7836071,NASHUA NH 03062-1924 US,NASHUA,NH,03062-1924,US,1791.9,4372.24,842.19,0,5214.43,,SATELITE,NASHUA NH 03062-1924 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7836274,WALLINGFORD CT 06492-5931 US,WALLINGFORD,CT,06492-5931,US,1658.4,4046.5,762.86,0,4809.36,,SATELITE,WALLINGFORD CT 06492-5931 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7836275,WHARTON NJ 07885-1800 US,WHARTON,NJ,07885-1800,US,1529,3730.76,672.76,0,4403.52,,SATELITE,WHARTON NJ 07885-1800 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7836276,LOUISVILLE OH 44641-9527 US,LOUISVILLE,OH,44641-9527,US,1207.4,2946.06,482.96,0,3429.02,,SATELITE,LOUISVILLE OH 44641-9527 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7836277,NEWBURYPORT MA 01950-4043 US,NEWBURYPORT,MA,01950-4043,US,1814,4426.16,870.72,0,5296.88,,SATELITE,NEWBURYPORT MA 01950-4043 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7836301,EAST HAVEN CT 6512 US,EAST HAVEN,CT,6512,US,1645.7,4015.51,740.57,0,4756.07,,SATELITE,EAST HAVEN CT 6512 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7836302,FAIRFIELD CA 94534-1351 US,FAIRFIELD,CA,94534-1351,US,1411.3,3443.57,592.75,0,4036.32,,SATELITE,FAIRFIELD CA 94534-1351 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7837537,ALBUQUERQUE NM 87113-1566 US,ALBUQUERQUE,NM,87113-1566,US,632.1,1542.32,246.52,94.82,1883.66,,SATELITE,ALBUQUERQUE NM 87113-1566 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7837976,PITTSBURGH PA 15205-1306 US,PITTSBURGH,PA,15205-1306,US,1229.3,2999.49,491.72,0,3491.21,,SATELITE,PITTSBURGH PA 15205-1306 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7837982,BUFFALO NY 14207-3027 US,BUFFALO,NY,14207-3027,US,1390.3,3392.33,583.93,0,3976.26,,SATELITE,BUFFALO NY 14207-3027 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7837983,VIRGINIA BEACH VA 23453-3183 US,VIRGINIA BEACH,VA,23453-3183,US,1390,3391.6,583.8,0,3975.4,,SATELITE,VIRGINIA BEACH VA 23453-3183 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7837984,LEES SUMMIT MO 64086 US,LEES SUMMIT,MO,64086,US,544,1327.36,212.16,0,1539.52,,SATELITE,LEES SUMMIT MO 64086 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7838426,SPOKANE VALLEY WA 99212 US,SPOKANE VALLEY,WA,99212,US,1938,4728.72,949.62,0,5678.34,,SATELITE,SPOKANE VALLEY WA 99212 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7838428,OLATHE KS 66061-5880 US,OLATHE,KS,66061-5880,US,475.8,1160.95,185.56,0,1346.51,,SATELITE,OLATHE KS 66061-5880 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7838434,TOMS RIVER NJ 8753 US,TOMS RIVER,NJ,8753,US,1584,3864.96,712.8,0,4577.76,,SATELITE,TOMS RIVER NJ 8753 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7838435,TAUNTON MA 02780-7364 US,TAUNTON,MA,02780-7364,US,1756,4284.64,825.32,0,5109.96,,SATELITE,TAUNTON MA 02780-7364 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7838436,DES MOINES IA 50321-1250 US,DES MOINES,IA,50321-1250,US,696,1698.24,271.44,0,1969.68,,SATELITE,DES MOINES IA 50321-1250 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7838442,FORT LAUDERDALE FL 33309 US,FORT LAUDERDALE,FL,33309,US,1299.7,3171.27,532.88,0,3704.15,,SATELITE,FORT LAUDERDALE FL 33309 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7838445,ANOKA MN 55303 US,ANOKA,MN,55303,US,961.1,2345.08,374.83,0,2719.91,,SATELITE,ANOKA MN 55303 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7838448,KENT WA 98032-1195 US,KENT,WA,98032-1195,US,2177,5311.88,1153.81,0,6465.69,,SATELITE,KENT WA 98032-1195 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7838825,SANFORD FL 32771-6662 US,SANFORD,FL,32771-6662,US,1099.1,2681.8,428.65,0,3110.45,,SATELITE,SANFORD FL 32771-6662 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7838827,SPOKANE VALLEY WA 99212 US,SPOKANE VALLEY,WA,99212,US,1938,4728.72,949.62,0,5678.34,,SATELITE,SPOKANE VALLEY WA 99212 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7838833,LAUREL MD 20707 US,LAUREL,MD,20707,US,1361.2,3321.33,571.7,0,3893.03,,SATELITE,LAUREL MD 20707 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7839147,LENEXA KS 66215-2029 US,LENEXA,KS,66215-2029,US,475.5,1160.22,185.45,0,1345.67,,SATELITE,LENEXA KS 66215-2029 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7839763,NEWBURYPORT MA 01950-4043 US,NEWBURYPORT,MA,01950-4043,US,1814,4426.16,870.72,0,5296.88,,SATELITE,NEWBURYPORT MA 01950-4043 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7840058,OVERLAND PARK KS 66223 US,OVERLAND PARK,KS,66223,US,482.9,1178.28,188.33,0,1366.61,,SATELITE,OVERLAND PARK KS 66223 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7843173,NEWBURYPORT MA 01950-4043 US,NEWBURYPORT,MA,01950-4043,US,1814,4426.16,870.72,0,5296.88,,SATELITE,NEWBURYPORT MA 01950-4043 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7843876,BARDSTOWN KY 40004-3201 US,BARDSTOWN,KY,40004-3201,US,831,2027.64,324.09,0,2351.73,,SATELITE,BARDSTOWN KY 40004-3201 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7843881,CORONA CA 92881-6475 US,CORONA,CA,92881-6475,US,1396.8,3408.19,586.66,0,3994.85,,SATELITE,CORONA CA 92881-6475 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7843882,ALBANY NY 12211-2806 US,ALBANY,NY,12211-2806,US,1700,4148,782,0,4930,,SATELITE,ALBANY NY 12211-2806 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7843886,KENT WA 98032-1195 US,KENT,WA,98032-1195,US,2177,5311.88,1153.81,0,6465.69,,SATELITE,KENT WA 98032-1195 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7843887,MAPLE GROVE MN 55369-4083 US,MAPLE GROVE,MN,55369-4083,US,952.6,2324.34,371.51,0,2695.86,,SATELITE,MAPLE GROVE MN 55369-4083 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7844139,BOISE ID 83716-6662 US,BOISE,ID,83716-6662,US,1602.7,3910.59,721.22,0,4631.8,,SATELITE,BOISE ID 83716-6662 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7844154,LOUISVILLE OH 44641-9527 US,LOUISVILLE,OH,44641-9527,US,1207.4,2946.06,482.96,0,3429.02,,SATELITE,LOUISVILLE OH 44641-9527 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7845213,GRAY ME 04039-9505 US,GRAY,ME,04039-9505,US,1886.6,4603.3,924.43,0,5527.74,,SATELITE,GRAY ME 04039-9505 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7845217,FAIRFIELD CA 94534-1351 US,FAIRFIELD,CA,94534-1351,US,1411.3,3443.57,592.75,0,4036.32,,SATELITE,FAIRFIELD CA 94534-1351 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7845218,BUXTON ME 04093-3611 US,BUXTON,ME,04093-3611,US,1881.8,4591.59,922.08,0,5513.67,,SATELITE,BUXTON ME 04093-3611 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7845609,FAIRFIELD CA 94534-1351 US,FAIRFIELD,CA,94534-1351,US,1411.3,3443.57,592.75,0,4036.32,,SATELITE,FAIRFIELD CA 94534-1351 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7845615,CENTENNIAL CO 80112-4233 US,CENTENNIAL,CO,80112-4233,US,770.9,1881,300.65,0,2181.65,,SATELITE,CENTENNIAL CO 80112-4233 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7846491,ROANOKE VA 24012 US,ROANOKE,VA,24012,US,1115,2720.6,434.85,0,3155.45,,SATELITE,ROANOKE VA 24012 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7846494,CONWAY AR 72032-4430 US,CONWAY,AR,72032-4430,US,356.8,870.59,139.15,0,1009.74,,SATELITE,CONWAY AR 72032-4430 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7847009,FAIRFIELD CA 94534-1351 US,FAIRFIELD,CA,94534-1351,US,1411.3,3443.57,592.75,0,4036.32,,SATELITE,FAIRFIELD CA 94534-1351 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7847258,MONROVIA CA 91016 US,MONROVIA,CA,91016,US,1423.3,3472.85,597.79,0,4070.64,,SATELITE,MONROVIA CA 91016 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7847382,MOORESTOWN NJ 08057-1367 US,MOORESTOWN,NJ,08057-1367,US,1539,3755.16,677.16,0,4432.32,,SATELITE,MOORESTOWN NJ 08057-1367 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7847725,DES MOINES IA 50321-1250 US,DES MOINES,IA,50321-1250,US,696,1698.24,271.44,0,1969.68,,SATELITE,DES MOINES IA 50321-1250 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7854979,NASHUA NH 03062-1924 US,NASHUA,NH,03062-1924,US,1791.9,4372.24,842.19,0,5214.43,,SATELITE,NASHUA NH 03062-1924 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7855168,WHARTON NJ 07885-1800 US,WHARTON,NJ,07885-1800,US,1529,3730.76,672.76,0,4403.52,,SATELITE,WHARTON NJ 07885-1800 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7856171,WILLISTON VT 5495 US,WILLISTON,VT,5495,US,1779.2,4341.25,836.22,0,5177.47,,SATELITE,WILLISTON VT 5495 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7856611,SAINT LOUIS MO 63123-7241 US,SAINT LOUIS,MO,63123-7241,US,619,1510.36,241.41,0,1751.77,,SATELITE,SAINT LOUIS MO 63123-7241 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7856859,COLUMBIA SC 29209 US,COLUMBIA,SC,29209,US,1034.5,2524.18,403.46,0,2927.64,,SATELITE,COLUMBIA SC 29209 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7856863,HOUSTON TX 77032-2530 US,HOUSTON,TX,77032-2530,US,250.6,611.46,97.73,37.59,746.79,,SATELITE,HOUSTON TX 77032-2530 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7856864,MADISON AL 35756-4634 US,MADISON,AL,35756-4634,US,663.7,1619.43,258.84,0,1878.27,,SATELITE,MADISON AL 35756-4634 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7856865,LONDON KY 40741-7287 US,LONDON,KY,40741-7287,US,873.9,2132.32,340.82,0,2473.14,,SATELITE,LONDON KY 40741-7287 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7856866,PORTLAND OR 97219 US,PORTLAND,OR,97219,US,2115,5160.6,1099.8,317.25,6577.65,,SATELITE,PORTLAND OR 97219 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7856868,HOPKINTON MA 01748-2213 US,HOPKINTON,MA,01748-2213,US,1806,4406.64,866.88,0,5273.52,,SATELITE,HOPKINTON MA 01748-2213 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7856869,ALBUQUERQUE NM 87113-1565 US,ALBUQUERQUE,NM,87113-1565,US,632.1,1542.32,246.52,94.82,1883.66,,SATELITE,ALBUQUERQUE NM 87113-1565 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7856870,MAPLE GROVE MN 55369-4083 US,MAPLE GROVE,MN,55369-4083,US,952.6,2324.34,371.51,0,2695.86,,SATELITE,MAPLE GROVE MN 55369-4083 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7857349,HAYWARD CA 94545 US,HAYWARD,CA,94545,US,1693.4,4131.9,778.96,0,4910.86,,SATELITE,HAYWARD CA 94545 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7857363,IRVING TX 75062 US,IRVING,TX,75062,US,12.8,400,4.99,1.92,406.91,,SATELITE,IRVING TX 75062 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7857407,WICHITA KS 67211-3341 US,WICHITA,KS,67211-3341,US,344.9,841.56,134.51,0,976.07,,SATELITE,WICHITA KS 67211-3341 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7857588,BUXTON ME 4093 US,BUXTON,ME,4093,US,1881.8,4591.59,922.08,0,5513.67,,SATELITE,BUXTON ME 4093 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7857592,MARKHAM IL 60428 US,MARKHAM,IL,60428,US,912.3,2226.01,355.8,0,2581.81,,SATELITE,MARKHAM IL 60428 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7857601,ANOKA MN 55303 US,ANOKA,MN,55303,US,961.1,2345.08,374.83,0,2719.91,,SATELITE,ANOKA MN 55303 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7857604,WATERTOWN WI 53098-2537 US,WATERTOWN,WI,53098-2537,US,994.3,2426.09,387.78,0,2813.87,,SATELITE,WATERTOWN WI 53098-2537 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7857858,ANAHEIM CA 92806-1410 US,ANAHEIM,CA,92806-1410,US,1417.1,3457.72,595.18,0,4052.91,,SATELITE,ANAHEIM CA 92806-1410 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7857859,LITHONIA GA 30058-4613 US,LITHONIA,GA,30058-4613,US,829,2022.76,323.31,0,2346.07,,SATELITE,LITHONIA GA 30058-4613 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7859386,CANTON MI 48187-2435 US,CANTON,MI,48187-2435,US,1152.7,2812.59,449.55,0,3262.14,,SATELITE,CANTON MI 48187-2435 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7859391,QUINCY CA 95971-9122 US,QUINCY,CA,95971-9122,US,1779.01,4340.78,836.13,0,5176.92,,SATELITE,QUINCY CA 95971-9122 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7859734,WILMINGTON MA 01887-3926 US,WILMINGTON,MA,01887-3926,US,1784.2,4353.45,838.57,0,5192.02,,SATELITE,WILMINGTON MA 01887-3926 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7859773,MURRAY UT 84107 US,MURRAY,UT,84107,US,1388,3386.72,582.96,0,3969.68,,SATELITE,MURRAY UT 84107 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7864846,PHOENIX OR 97535 US,PHOENIX,OR,97535,US,2011,4906.84,1005.5,0,5912.34,,SATELITE,PHOENIX OR 97535 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7864851,LONDON KY 40741-7287 US,LONDON,KY,40741-7287,US,873.9,2132.32,340.82,0,2473.14,,SATELITE,LONDON KY 40741-7287 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7864910,LOMPOC CA 93436 US,LOMPOC,CA,93436,US,1594,3889.36,717.3,0,4606.66,,SATELITE,LOMPOC CA 93436 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7865213,WILMINGTON MA 01887-3926 US,WILMINGTON,MA,01887-3926,US,1784.2,4353.45,838.57,0,5192.02,,SATELITE,WILMINGTON MA 01887-3926 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7865753,SAN ANTONIO TX 78216 US,SAN ANTONIO,TX,78216,US,292.5,713.7,114.08,0,827.78,,SATELITE,SAN ANTONIO TX 78216 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7865762,GLEN BURNIE MD 21061-2841 US,GLEN BURNIE,MD,21061-2841,US,1380.2,3367.69,579.68,0,3947.37,,SATELITE,GLEN BURNIE MD 21061-2841 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7865764,ELK GROVE VILLAGE IL 60007-2224 US,ELK GROVE VILLAGE,IL,60007-2224,US,922,2249.68,359.58,0,2609.26,,SATELITE,ELK GROVE VILLAGE IL 60007-2224 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7865765,MOUNT WASHINGTON KY 40047-7309 US,MOUNT WASHINGTON,KY,40047-7309,US,839.9,2049.36,327.56,0,2376.92,,SATELITE,MOUNT WASHINGTON KY 40047-7309 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7866217,BILLINGS MT 59102-6347 US,BILLINGS,MT,59102-6347,US,1336.6,3261.3,548.01,0,3809.31,,SATELITE,BILLINGS MT 59102-6347 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7866221,CONWAY AR 72032-4430 US,CONWAY,AR,72032-4430,US,356.8,870.59,139.15,0,1009.74,,SATELITE,CONWAY AR 72032-4430 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7866617,FAIRFIELD CA 94534-1351 US,FAIRFIELD,CA,94534-1351,US,1411.3,3443.57,592.75,0,4036.32,,SATELITE,FAIRFIELD CA 94534-1351 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7866618,PHOENIX OR 97535 US,PHOENIX,OR,97535,US,2011,4906.84,1005.5,0,5912.34,,SATELITE,PHOENIX OR 97535 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7866621,PORTLAND OR 97220 US,PORTLAND,OR,97220,US,2115,5160.6,1099.8,0,6260.4,,SATELITE,PORTLAND OR 97220 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7866637,BOISE ID 83716-6662 US,BOISE,ID,83716-6662,US,1602.7,3910.59,721.22,0,4631.8,,SATELITE,BOISE ID 83716-6662 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7866638,KENT WA 98032-1195 US,KENT,WA,98032-1195,US,2177,5311.88,1153.81,0,6465.69,,SATELITE,KENT WA 98032-1195 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7866639,ALBUQUERQUE NM 87113 US,ALBUQUERQUE,NM,87113,US,632.1,1542.32,246.52,0,1788.84,,SATELITE,ALBUQUERQUE NM 87113 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7866640,COLORADO SPRINGS CO 80907 US,COLORADO SPRINGS,CO,80907,US,721,1759.24,281.19,0,2040.43,,SATELITE,COLORADO SPRINGS CO 80907 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
7866641,PORTLAND OR 97220 US,PORTLAND,OR,97220,US,2115,5160.6,1099.8,0,6260.4,,SATELITE,PORTLAND OR 97220 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
