SERIAL_NUMBER,OH_INV,ORDER_NUMBER,DESCRIPTION,SEGMENT1,NAME,TRANSACTION_ID,SHIPMENT_NUMBER,SCHEDULE_SHIP_DATE,SCHEDULE_SHIP_DATE,SCHEDULE_ARRIVAL_DATE,ADDRESSEE,CONFIRM_DATE,ADDRESS1,CITY,STATE,POSTAL_CODE,COUNTRY,CREATION_DATE,Delivery ID,PRO#/Tracking#,TMS_REG
57-58253209,1/6/2021,6140367,SelfServ84,6684MC6157,Standard US,4665109587,92018173,4/23/2021 23:59,4/23/2021 23:59,4/28/2021 23:59,SECURITY CORPORATION,4/23/2021 21:54,22791 HESLIP DR,NOVI,MI,48375,US,4/23/2021 21:55,92018173,22829219,TMS
57-58253909,1/6/2021,6147325,SelfServ84,6684MC6157,Standard US,4749375074,94722639,6/7/2021 23:59,6/7/2021 23:59,6/14/2021 23:59,OLD NATIONAL C/O OPTIVIA,6/8/2021 0:24,3574 E KEMPER RD,CINCINNATI,OH,45241-2009,US,6/8/2021 0:24,94722639,#N/A,EMAIL
57-58253208,1/6/2021,6140317,SelfServ84,6684MC6157,Standard US,4665109595,92018171,4/23/2021 23:59,4/23/2021 23:59,4/28/2021 23:59,SECURITY CORPORATION,4/23/2021 21:54,22791 HESLIP DR,NOVI,MI,48375,US,4/23/2021 21:55,92018171,22829219,TMS
57-58253202,1/6/2021,6147660,SelfServ84,6684MC6157,Standard US,4795924060,96975781,6/25/2021 23:59,6/25/2021 23:59,7/5/2021 23:59,PORTLAND SAFE,6/26/2021 16:08,235 PORTLAND RD,GRAY,ME,04039-9505,US,6/26/2021 16:09,96975781,22855906,TMS
57-58253918,1/6/2021,6156069,SelfServ84,6684MC6157,Standard US,4707388517,93018641,5/17/2021 23:59,5/17/2021 23:59,5/24/2021 23:59,Adt Commercial,5/17/2021 22:50,300 MYLES STANDISH,TAUNTON,MA,02780-7364,US,5/17/2021 22:51,93018641,2906083,TMS
57-58253200,1/6/2021,6159097,SelfServ84,6684MC6157,Standard US,4707332747,93023355,5/17/2021 23:59,5/17/2021 23:59,5/24/2021 23:59,SHANKS INDUSTRIAL SERVICES,5/17/2021 20:57,1414 KEENER RD,BAINBRIDGE,PA,17502-9581,US,5/17/2021 20:58,93023355,22838183,TMS
57-58253911,1/6/2021,6140363,SelfServ84,6684MC6157,Standard US,4665109585,92018172,4/23/2021 23:59,4/23/2021 23:59,4/28/2021 23:59,SECURITY CORPORATION,4/23/2021 21:54,22791 HESLIP DR,NOVI,MI,48375,US,4/23/2021 21:55,92018172,22829219,TMS
57-58253199,1/6/2021,6140279,SelfServ84,6684MC6157,Standard US,4665109723,92018170,4/23/2021 23:59,4/23/2021 23:59,4/28/2021 23:59,SECURITY CORPORATION,4/23/2021 21:54,22791 HESLIP DR,NOVI,MI,48375,US,4/23/2021 21:55,92018170,22829219,TMS
57-58253203,1/6/2021,6159098,SelfServ84,6684MC6157,Standard US,4707332748,93023523,5/17/2021 23:59,5/17/2021 23:59,5/24/2021 23:59,SHANKS INDUSTRIAL SERVICES,5/17/2021 20:57,1414 KEENER RD,BAINBRIDGE,PA,17502-9581,US,5/17/2021 20:58,93023523,22838183,TMS
57-58253914,1/6/2021,6139878,SelfServ84,6684MC6157,Standard US,4665109711,92018166,4/23/2021 23:59,4/23/2021 23:59,4/28/2021 23:59,SECURITY CORPORATION,4/23/2021 21:54,22791 HESLIP DR,NOVI,MI,48375,US,4/23/2021 21:55,92018166,22829219,TMS
57-58253928,1/6/2021,6054174,SelfServ84 ITM,6684MC6165,Standard US,4560747719,87706509,1/13/2021 23:59,1/13/2021 23:59,1/20/2021 23:59,Security Vault Works,1/13/2021 23:40,19475 ALFORD ROAD,MAGNOLIA,TX,77355,US,1/13/2021 23:40,87706509,22792300,TMS
57-58253374,1/6/2021,6058944,SelfServ84 ITM,6684MC6165,Standard US,4560744610,87706491,1/13/2021 23:59,1/13/2021 23:59,1/20/2021 23:59,BANK-TEC SOUTH,1/13/2021 23:30,4150 VIKING DRIVE,BOSSIER CITY,LA,71111,US,1/13/2021 23:30,87706491,22792313,TMS
57-58253922,1/6/2021,6060765,SelfServ84 ITM,6684MC6165,Standard US,4556403841,87495895,1/6/2021 23:59,1/6/2021 23:59,1/11/2021 23:59,FNB OF PENNSYLVANIA - OPTIVIA,1/6/2021 21:48,3574 EAST KEMPER RD,CINCINNATI,OH,45241,US,1/6/2021 21:48,87495895,22789883,TMS
57-58253930,1/6/2021,6052349,SelfServ84 ITM,6684MC6165,Standard US,4557000980,87529934,1/7/2021 23:59,1/7/2021 23:59,1/14/2021 23:59,ATM TECHNOLOGIES,1/7/2021 23:15,174 EXCELSIOR WAY,UPLAND,CA,91786,US,1/7/2021 23:16,87529934,22790406,TMS
57-58253378,1/6/2021,6052349,SelfServ84 ITM,6684MC6165,Standard US,4557000981,87529934,1/7/2021 23:59,1/7/2021 23:59,1/14/2021 23:59,ATM TECHNOLOGIES,1/7/2021 23:15,174 EXCELSIOR WAY,UPLAND,CA,91786,US,1/7/2021 23:16,87529934,22790406,TMS
57-58253923,1/6/2021,6016145,SelfServ84 ITM,6684MC6165,Standard US,4559123972,87620307,1/11/2021 23:59,1/11/2021 23:59,1/18/2021 23:59,RED HAWK,1/12/2021 4:43,300 MYLES STANDISH BLVD STE 102,TAUNTON,MA,02780-7364,US,1/12/2021 4:43,87620307,22791510,TMS
57-58253936,1/6/2021,6013734,SelfServ84 ITM,6684MC6165,Standard US,4559120408,87622082,1/11/2021 23:59,1/11/2021 23:59,1/18/2021 23:59,COOK SECURITY GROUP,1/12/2021 4:29,8214 S 192ND ST STE 104 STE 104,KENT,WA,98032-1195,US,1/12/2021 4:30,87622082,22791501,TMS
57-58253925,1/6/2021,6013774,SelfServ84 ITM,6684MC6165,Standard US,4559120432,87622084,1/11/2021 23:59,1/11/2021 23:59,1/18/2021 23:59,COOK SECURITY GROUP,1/12/2021 4:30,8214 S 192ND ST STE 104,KENT,WA,98032-1195,US,1/12/2021 4:31,87622084,22791501,TMS
57-58253377,1/6/2021,6028589,SelfServ84 ITM,6684MC6165,Standard US,4559120986,87622116,1/11/2021 23:59,1/11/2021 23:59,1/18/2021 23:59,COOK SECURITY GROUP,1/12/2021 4:32,"6501 E TRENT, SUITE 1",SPOKANE VALLEY,WA,99212,US,1/12/2021 4:32,87622116,22791506,TMS
57-58253912,1/6/2021,6178867,SelfServ84,6684MC6157,Standard US,4803155230,97129901,6/29/2021 23:59,6/29/2021 23:59,7/6/2021 23:59,SOUTHEAST BANKING SYSTEMS,6/30/2021 2:04,681 INDUSTRIAL BLVD,LONDON,KY,40741-7287,US,6/30/2021 2:05,97129901,22857467,TMS
57-58253920,1/6/2021,6099487,SelfServ84,6684MC6157,Standard US,4614533225,90613957,3/15/2021 23:59,3/15/2021 23:59,3/19/2021 23:59,Adt Commercial,3/15/2021 23:15,210 W. BAYWOOD AVE,ORANGE,CA,92865,US,3/15/2021 23:15,90613957,1674058,TMS
57-58253364,1/6/2021,6013780,SelfServ84 ITM,6684MC6165,Standard US,4559120424,87622086,1/11/2021 23:59,1/11/2021 23:59,1/18/2021 23:59,COOK SECURITY GROUP,1/12/2021 4:30,8214 S 192ND ST STE 104,KENT,WA,98032-1195,US,1/12/2021 4:30,87622086,22791501,TMS
57-58253370,1/6/2021,6015991,SelfServ84 ITM,6684MC6165,Standard US,4559062507,87620843,1/11/2021 23:59,1/11/2021 23:59,1/18/2021 23:59,RED HAWK FIRE & SECURITY LLC,1/12/2021 1:14,8601 PRESIDENTS PL NE STE B,ALBUQUERQUE,NM,87113,US,1/12/2021 1:15,87620843,22791491,TMS
57-58253372,1/6/2021,6018514,SelfServ84 ITM,6684MC6165,Standard US,4559119404,87624676,1/11/2021 23:59,1/11/2021 23:59,1/18/2021 23:59,RED HAWK,1/12/2021 4:27,7020 FLY RD,EAST SYRACUSE,NY,13057-9657,US,1/12/2021 4:27,87624676,22791502,TMS
57-58253927,1/6/2021,6028605,SelfServ84 ITM,6684MC6165,Standard US,4559120532,87622119,1/11/2021 23:59,1/11/2021 23:59,1/18/2021 23:59,COOK SECURITY GROUP,1/12/2021 4:31,"6501 E TRENT, SUITE 1",SPOKANE VALLEY,WA,99212,US,1/12/2021 4:31,87622119,22791506,TMS
57-58253931,1/6/2021,6031562,SelfServ84 ITM,6684MC6165,Standard US,4559120933,87622125,1/11/2021 23:59,1/11/2021 23:59,1/18/2021 23:59,COOK SECURITY GROUP,1/12/2021 4:32,"6501 E TRENT, SUITE 1",SPOKANE VALLEY,WA,99212,US,1/12/2021 4:32,87622125,22791506,TMS
57-58253934,1/6/2021,6022786,SelfServ84 ITM,6684MC6165,Standard US,4559120416,87622114,1/11/2021 23:59,1/11/2021 23:59,1/18/2021 23:59,COOK SECURITY GROUP,1/12/2021 4:29,8214 S 192ND ST STE 104,KENT,WA,98032-1195,US,1/12/2021 4:30,87622114,22791501,TMS
57-58254485,1/6/2021,6289968,SelfServ84 ITM,6684MC6166,Standard US,5165122159,107936109,1/19/2022 23:59,1/19/2022 23:59,1/26/2022 23:59,FBS,1/19/2022 21:46,2226 JERNIGAN RD,JACKSONVILLE,FL,32207-6710,US,1/19/2022 21:47,107936109,22950618,TMS
57-58254622,1/7/2021,6035002,SelfServ84,6684MC6657,Standard US,4560748300,87706505,1/13/2021 23:59,1/13/2021 23:59,1/20/2021 23:59,HERITAGE INDUSTRIES,1/13/2021 23:43,905 CENTENNIAL ROAD,WAYNE,NE,68787,US,1/13/2021 23:43,87706505,22792314,TMS
57-58254554,1/8/2021,6036503,SelfServ 88 Drive Up,6688MC1963,Standard US,4559055068,87620737,1/11/2021 23:59,1/11/2021 23:59,1/18/2021 23:59,Cook Security c/o Homestead Storage,1/12/2021 0:51,2120 LAMPMAN DR,BILLINGS,MT,59102-6347,US,1/12/2021 0:51,87620737,#N/A,EMAIL
57-58254621,1/9/2021,6039129,SelfServ84,6684MC6676,Standard US,4565175312,87864709,1/19/2021 23:59,1/19/2021 23:59,1/19/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,1/19/2021 18:46,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,1/19/2021 18:46,87864709,#N/A,EMAIL
57-58254553,1/9/2021,6058073,SelfServ 88 Interactive Teller,6688MC1961,Standard US,4576088504,88495958,2/1/2021 23:59,2/1/2021 23:59,2/3/2021 23:59,WW SPECIALTIES,2/2/2021 2:30,1041 CLYDEVILLE RD,SAN ANTONIO,TX,78216-2804,US,2/2/2021 2:30,88495958,22798618,TMS
57-58254547,1/9/2021,6058108,SelfServ 88 Interactive Teller,6688MC1961,Standard US,4576088049,88495960,2/1/2021 23:59,2/1/2021 23:59,2/3/2021 23:59,WW SPECIALTIES,2/2/2021 2:28,1041 CLYDEVILLE RD,SAN ANTONIO,TX,78216-2804,US,2/2/2021 2:29,88495960,22798618,TMS
57-58254558,1/9/2021,6052421,SelfServ 88 Drive Up,6688MC1963,Standard US,4570190507,88239958,1/25/2021 23:59,1/25/2021 23:59,2/1/2021 23:59,COOK SECURITY GROUP,1/26/2021 2:07,301 GROVE RD SUITE H,PHOENIX,OR,97535,US,1/26/2021 2:07,88239958,22796731,TMS
57-58254559,1/9/2021,6051804,SelfServ 88 Drive Up,6688MC1963,Standard US,4570189981,88239957,1/25/2021 23:59,1/25/2021 23:59,2/1/2021 23:59,COOK SECURITY GROUP,1/26/2021 2:05,301 GROVE RD SUITE H,PHOENIX,OR,97535,US,1/26/2021 2:06,88239957,22796731,TMS
57-58254566,1/9/2021,6060889,SelfServ 88 Drive Up,6688MC1963,Standard US,4560743625,87706503,1/13/2021 23:59,1/13/2021 23:59,1/20/2021 23:59,BANK-TEC SOUTH,1/13/2021 23:27,4150 VIKING DRIVE,BOSSIER CITY,LA,71111,US,1/13/2021 23:27,87706503,22792313,TMS
57-58254015,1/12/2021,6038349,SelfServ84,6684MC4648,Standard US,4559870199,87664946,1/12/2021 23:59,1/12/2021 23:59,1/18/2021 23:59,CAPITAL ONE BANK - SVW LAUREL WH,1/13/2021 2:08,122 LAFAYETTE AVE,LAUREL,MD,20707-4512,US,1/13/2021 2:09,87664946,22791924,TMS
57-58254018,1/12/2021,6038349,SelfServ84,6684MC4648,Standard US,4559870203,87664946,1/12/2021 23:59,1/12/2021 23:59,1/18/2021 23:59,CAPITAL ONE BANK - SVW LAUREL WH,1/13/2021 2:08,122 LAFAYETTE AVE,LAUREL,MD,20707-4512,US,1/13/2021 2:09,87664946,22791924,TMS
57-58254017,1/12/2021,6038349,SelfServ84,6684MC4648,Standard US,4559870201,87664946,1/12/2021 23:59,1/12/2021 23:59,1/18/2021 23:59,CAPITAL ONE BANK - SVW LAUREL WH,1/13/2021 2:08,122 LAFAYETTE AVE,LAUREL,MD,20707-4512,US,1/13/2021 2:09,87664946,22791924,TMS
57-58254016,1/12/2021,6038349,SelfServ84,6684MC4648,Standard US,4559870200,87664946,1/12/2021 23:59,1/12/2021 23:59,1/18/2021 23:59,CAPITAL ONE BANK - SVW LAUREL WH,1/13/2021 2:08,122 LAFAYETTE AVE,LAUREL,MD,20707-4512,US,1/13/2021 2:09,87664946,22791924,TMS
57-58254019,1/12/2021,6038349,SelfServ84,6684MC4648,Standard US,4559870202,87664946,1/12/2021 23:59,1/12/2021 23:59,1/18/2021 23:59,CAPITAL ONE BANK - SVW LAUREL WH,1/13/2021 2:08,122 LAFAYETTE AVE,LAUREL,MD,20707-4512,US,1/13/2021 2:09,87664946,22791924,TMS
57-58254690,1/13/2021,6034291,SelfServ 88 Interactive Teller,6688MC2028,Standard US,4570128284,88092965,1/25/2021 23:59,1/25/2021 23:59,1/25/2021 23:59,QSI INC,1/25/2021 22:45,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,1/25/2021 22:45,88092965,#N/A,EMAIL
57-58254689,1/13/2021,6034291,SelfServ 88 Interactive Teller,6688MC2028,Standard US,4570128285,88092965,1/25/2021 23:59,1/25/2021 23:59,1/25/2021 23:59,QSI INC,1/25/2021 22:45,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,1/25/2021 22:45,88092965,#N/A,EMAIL
57-58254629,1/13/2021,6044062,SelfServ 88 Drive Up,6688MC2091,Standard US,4560755190,87714139,1/13/2021 23:59,1/13/2021 23:59,1/18/2021 23:59,MCCOLLISTER'S INSTALLATION SERVICES C/O LAUGHLIN,1/14/2021 0:05,20 PROGRESS AVENUE,NASHUA,NH,03062-1924,US,1/14/2021 0:06,87714139,22792461,TMS
57-58254657,1/13/2021,6038861,SelfServ 88 Interactive Teller,6688MC2092,Standard US,4560753958,87714026,1/13/2021 23:59,1/13/2021 23:59,1/18/2021 23:59,CAPITAL CITY BANK C/0 FBS,1/14/2021 0:01,2226 JERNIGAN RD,JACKSONVILLE,FL,32207-6710,US,1/14/2021 0:01,87714026,#N/A,EMAIL
57-58254619,1/14/2021,6039519,SelfServ23 (S2),6623MC2289,Standard US,4565200231,87929013,1/19/2021 23:59,1/19/2021 23:59,1/26/2021 23:59,SACCO'S,1/19/2021 19:27,1 BURLINGTON AVENUE,WILMINGTON,MA,1887,US,1/19/2021 19:27,87929013,#N/A,EMAIL
57-58255169,1/14/2021,6013196,SelfServ84 ITM,6684MC5495,Standard US,4607333126,90176193,3/12/2021 23:59,3/12/2021 23:59,3/12/2021 23:59,QSI INC,3/8/2021 19:58,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,3/8/2021 19:59,90176193,#N/A,EMAIL
57-58255132,1/14/2021,6039846,SelfServ84 ITM,6684MC5615,Standard US,4607340614,90176190,3/12/2021 23:59,3/12/2021 23:59,3/12/2021 23:59,QSI INC,3/8/2021 20:05,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,3/8/2021 20:06,90176190,#N/A,EMAIL
57-58255134,1/14/2021,6040927,SelfServ84 ITM,6684MC5615,Standard US,4578984342,88802018,2/8/2021 23:59,2/8/2021 23:59,2/8/2021 23:59,QSI INC,2/4/2021 23:43,1510 FILIATREAU LN,BARDSTOWN,KY,40004,US,2/4/2021 23:44,88802018,#N/A,EMAIL
57-58255133,1/14/2021,6039846,SelfServ84 ITM,6684MC5615,Standard US,4607340629,90176190,3/12/2021 23:59,3/12/2021 23:59,3/12/2021 23:59,QSI INC,3/8/2021 20:05,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,3/8/2021 20:06,90176190,#N/A,EMAIL
57-58255229,1/14/2021,6037404,SelfServ84 ITM,6684MC5908,Standard US,4574251152,88489974,1/29/2021 23:59,1/29/2021 23:59,2/5/2021 23:59,JT Logistics,1/29/2021 22:56,5701 PARK AVE,DES MOINES,IA,50321-1250,US,1/29/2021 22:56,88489974,22798256,TMS
57-58255171,1/14/2021,6034959,SelfServ84 ITM,6684MC6148,Standard US,4565347146,87942963,1/19/2021 23:59,1/19/2021 23:59,1/22/2021 23:59,REGIONS FINANCIAL CORPORATION/SVW FL,1/19/2021 23:55,4100 N POWERLINE RD,POMPANO BEACH,FL,33073-3083,US,1/19/2021 23:55,87942963,22794723,TMS
57-58255231,1/14/2021,5947885,SelfServ84 ITM,6684MC6336,Standard US,4567195928,88043961,1/21/2021 23:59,1/21/2021 23:59,1/25/2021 23:59,NEW ENGLAND MONEY HANDLING SYSTEMS,1/21/2021 19:39,45 SOUTH ST STE 6,HOPKINTON,MA,01748-2237,US,1/21/2021 19:39,88043961,22795573,TMS
57-58255221,1/14/2021,6039467,SelfServ84,6684MC6698,Standard US,4565345167,87928969,1/19/2021 23:59,1/19/2021 23:59,1/26/2021 23:59,CASE FINANCIAL,1/19/2021 23:47,701 WEAVER BLVD,ANOKA,MN,55303,US,1/19/2021 23:47,87928969,22794726,TMS
57-58254623,1/14/2021,6038299,SelfServ 88 Drive Up,6688MC2081,Standard US,4565175487,87864693,1/19/2021 23:59,1/19/2021 23:59,1/19/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,1/19/2021 18:47,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,1/19/2021 18:47,87864693,#N/A,EMAIL
57-58255188,1/15/2021,6050977,SelfServ84,6684MC4967,Standard US,4573182583,88418951,1/28/2021 23:59,1/28/2021 23:59,2/4/2021 23:59,CITIZENS BANK OF RI - TKO-CANTON MI/OMS MOVING,1/28/2021 23:09,7441 N HAGGERTY RD,CANTON,MI,48187,US,1/28/2021 23:10,88418951,22797736,TMS
57-58255146,1/15/2021,6055040,SelfServ84,6684MC5304,Standard US,4578985470,88802196,2/8/2021 23:59,2/8/2021 23:59,2/8/2021 23:59,QSI INC,2/4/2021 23:46,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,2/4/2021 23:47,88802196,#N/A,EMAIL
57-58255143,1/15/2021,6055040,SelfServ84,6684MC5304,Standard US,4578985479,88802196,2/8/2021 23:59,2/8/2021 23:59,2/8/2021 23:59,QSI INC,2/4/2021 23:46,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,2/4/2021 23:47,88802196,#N/A,EMAIL
57-58255139,1/15/2021,6055040,SelfServ84,6684MC5304,Standard US,4578985478,88802196,2/8/2021 23:59,2/8/2021 23:59,2/8/2021 23:59,QSI INC,2/4/2021 23:46,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,2/4/2021 23:47,88802196,#N/A,EMAIL
57-58255142,1/15/2021,6055040,SelfServ84,6684MC5304,Standard US,4578985471,88802196,2/8/2021 23:59,2/8/2021 23:59,2/8/2021 23:59,QSI INC,2/4/2021 23:46,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,2/4/2021 23:47,88802196,#N/A,EMAIL
57-58255145,1/15/2021,6055040,SelfServ84,6684MC5304,Standard US,4578985472,88802196,2/8/2021 23:59,2/8/2021 23:59,2/8/2021 23:59,QSI INC,2/4/2021 23:46,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,2/4/2021 23:47,88802196,#N/A,EMAIL
57-58255170,1/15/2021,6013196,SelfServ84 ITM,6684MC5495,Standard US,4607333048,90176193,3/12/2021 23:59,3/12/2021 23:59,3/12/2021 23:59,QSI INC,3/8/2021 19:58,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,3/8/2021 19:59,90176193,#N/A,EMAIL
57-58255137,1/15/2021,6031084,SelfServ84,6684MC5506,Standard US,4565314411,87928964,1/19/2021 23:59,1/19/2021 23:59,1/26/2021 23:59,Bofa Lakewood ICON8055,1/19/2021 22:04,120 S WADSWORTH BLVD,LAKEWOOD,CO,80226-1555,US,1/19/2021 22:04,87928964,22794700,TMS
57-58255136,1/15/2021,6064690,SelfServ84,6684MC5506,Standard US,4564411818,87880747,1/18/2021 23:59,1/18/2021 23:59,1/21/2021 23:59,BofA Fremont And Folsom ICAN2223,1/18/2021 23:04,302 FOLSOM ST.,SAN FRANCISCO,CA,94105,US,1/18/2021 23:04,87880747,22793981,TMS
57-58255177,1/15/2021,5955235,SelfServ84 ITM,6684MC5528,Standard US,4694451051,92469479,5/10/2021 23:59,5/10/2021 23:59,5/10/2021 23:59,QSI INC,5/10/2021 20:49,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,5/10/2021 20:49,92469479,#N/A,EMAIL
57-58255178,1/15/2021,5955235,SelfServ84 ITM,6684MC5528,Standard US,4694451051,92469479,5/10/2021 23:59,5/10/2021 23:59,5/10/2021 23:59,QSI INC,5/10/2021 20:49,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,5/10/2021 20:49,92469479,#N/A,EMAIL
57-58255222,1/15/2021,6040583,SelfServ84,6684MC6031,Standard US,4573184720,88418946,1/28/2021 23:59,1/28/2021 23:59,2/4/2021 23:59,VALLEY  BANK OF PASSAIC NJ_SVW,1/28/2021 23:17,550 CLARK DR,BUDD LAKE,NJ,07828-4317,US,1/28/2021 23:17,88418946,22797717,TMS
57-58255173,1/15/2021,6038856,SelfServ84 ITM,6684MC6148,Standard US,4565349123,87942967,1/19/2021 23:59,1/19/2021 23:59,1/22/2021 23:59,REGIONS- SECURITY VAULT WORKS,1/20/2021 0:02,1518 LINDBERG DR UNIT B,SLIDELL,LA,70458-8058,US,1/20/2021 0:02,87942967,22794717,TMS
57-58255173,1/15/2021,6077782,SelfServ84 ITM,6684MC6148,Standard US,4597581874,89913480,12/23/2021 23:59,12/23/2021 23:59,12/31/2021 23:59,REGIONS FINANCIAL CORPORATION/SVW FL,2/26/2021 12:43,4100 N POWERLINE RD,POMPANO BEACH,FL,33073-3083,US,2/26/2021 12:43,89913480,#N/A,EMAIL
57-58255172,1/15/2021,6034976,SelfServ84 ITM,6684MC6148,Standard US,4565352370,87942964,1/19/2021 23:59,1/19/2021 23:59,1/22/2021 23:59,Regions Svw,1/20/2021 0:07,19475 ALFORD RD,MAGNOLIA,TX,77355,US,1/20/2021 0:07,87942964,22794716,TMS
57-58255228,1/15/2021,6034958,SelfServ84 ITM,6684MC6149,Standard US,4562658029,87804507,1/15/2021 23:59,1/15/2021 23:59,1/19/2021 23:59,REGIONS FINANCIAL CORPORATION,1/15/2021 21:31,809 PARK AVE.,MURFREESBORO,TN,37129,US,1/15/2021 21:32,87804507,22793623,TMS
57-58255224,1/15/2021,6275028,6684 Optimize DU Dip,6684MC7001,Standard US,5141443704,107241739,12/30/2021 23:59,12/30/2021 23:59,1/6/2022 23:59,SACCO'S,12/31/2021 14:47,1 BURLINGTON AVENUE,WILMINGTON,MA,1887,US,12/31/2021 14:47,107241739,#N/A,EMAIL
57-58255185,1/15/2021,5965291,SelfServ84 ITM,6684MC6430,Standard US,4567202570,88043962,1/21/2021 23:59,1/21/2021 23:59,1/25/2021 23:59,NEW ENGLAND MONEY HANDLING SYSTEMS,1/21/2021 19:45,45 SOUTH ST STE 6,HOPKINTON,MA,01748-2237,US,1/21/2021 19:45,88043962,22795573,TMS
57-58255226,1/15/2021,5968436,SelfServ84 ITM,6684MC6443,Standard US,4578983861,88802190,2/8/2021 23:59,2/8/2021 23:59,2/8/2021 23:59,QSI INC,2/4/2021 23:42,1510 FILIATREAU LN,BARDSTOWN,KY,40004,US,2/4/2021 23:42,88802190,#N/A,EMAIL
57-58255218,1/15/2021,6041485,SelfServ84 ITM,6684MC6443,Standard US,4607312521,90176189,3/12/2021 23:59,3/12/2021 23:59,3/12/2021 23:59,QSI INC,3/8/2021 19:38,1510 FILIATREAU LN,BARDSTOWN,KY,40004,US,3/8/2021 19:38,90176189,#N/A,EMAIL
57-58255180,1/15/2021,6054963,SelfServ84,6684MC6627,Standard US,4565175947,87864711,1/19/2021 23:59,1/19/2021 23:59,1/19/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,1/19/2021 18:47,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,1/19/2021 18:47,87864711,#N/A,EMAIL
57-58255230,1/15/2021,6038857,SelfServ84,6684MC6678,Standard US,4565348949,87942969,1/19/2021 23:59,1/19/2021 23:59,1/22/2021 23:59,REGIONS- SECURITY VAULT WORKS,1/20/2021 0:01,1518 LINDBERG DR UNIT B,SLIDELL,LA,70458-8058,US,1/20/2021 0:01,87942969,22794717,TMS
57-58255219,1/15/2021,6042959,SelfServ84,6684MC6693,Standard US,4565201100,87922957,1/19/2021 23:59,1/19/2021 23:59,1/22/2021 23:59,SACCO'S,1/19/2021 19:27,1 BURLINGTON AVENUE,WILMINGTON,MA,1887,US,1/19/2021 19:28,87922957,22794594,TMS
57-58255176,1/15/2021,6055885,SelfServ84,6684MC6776,Standard US,4565176098,87864712,1/19/2021 23:59,1/19/2021 23:59,1/19/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,1/19/2021 18:47,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,1/19/2021 18:48,87864712,#N/A,EMAIL
57-58255175,1/15/2021,6055885,SelfServ84,6684MC6776,Standard US,4565176099,87864712,1/19/2021 23:59,1/19/2021 23:59,1/19/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,1/19/2021 18:47,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,1/19/2021 18:48,87864712,#N/A,EMAIL
57-58255147,1/16/2021,6055040,SelfServ84,6684MC5304,Standard US,4578985474,88802196,2/8/2021 23:59,2/8/2021 23:59,2/8/2021 23:59,QSI INC,2/4/2021 23:46,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,2/4/2021 23:47,88802196,#N/A,EMAIL
57-58255141,1/16/2021,6055040,SelfServ84,6684MC5304,Standard US,4578985477,88802196,2/8/2021 23:59,2/8/2021 23:59,2/8/2021 23:59,QSI INC,2/4/2021 23:46,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,2/4/2021 23:47,88802196,#N/A,EMAIL
57-58255148,1/16/2021,6055040,SelfServ84,6684MC5304,Standard US,4578985476,88802196,2/8/2021 23:59,2/8/2021 23:59,2/8/2021 23:59,QSI INC,2/4/2021 23:46,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,2/4/2021 23:47,88802196,#N/A,EMAIL
57-58255144,1/16/2021,6055040,SelfServ84,6684MC5304,Standard US,4578985475,88802196,2/8/2021 23:59,2/8/2021 23:59,2/8/2021 23:59,QSI INC,2/4/2021 23:46,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,2/4/2021 23:47,88802196,#N/A,EMAIL
57-58255138,1/16/2021,6055040,SelfServ84,6684MC5304,Standard US,4578985469,88802196,2/8/2021 23:59,2/8/2021 23:59,2/8/2021 23:59,QSI INC,2/4/2021 23:46,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,2/4/2021 23:47,88802196,#N/A,EMAIL
